area,businessScope,companyController,companyName,issuingAuthority,legalRepresentative,license,licenseDate,qualityRepresentative,registrationAddress,repositoryAddress,validTillDate
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,杨芬,老百姓大药房连锁（湖北）有限公司武汉民主...,武汉市武昌区食品药品监督管理局,--,鄂CB0275333,20160612,熊建国,武昌区民主路353号,由老百姓大药房连锁（湖北）有限公司统一配送,2019-10-20
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,杨芬,老百姓大药房连锁（湖北）有限公司武汉东亭...,武汉市武昌区食品药品监督管理局,--,鄂CB0275250,20160612,胡家荣,武昌区黄鹂路23号,由老百姓大药房连锁（湖北）有限公司统一配送,2019-10-20
东湖新技术开发区,非处方药;中成药、化学药制剂、生化药品、除冷藏冷冻药品外***,胡玉华,湖北同济药行药品连锁有限公司教院店,武汉东湖新技术开发区市场监督管理局,王运国,鄂DB0270878,20160612,胡春华,武汉市东湖高新开发区流芳街湖口村佳源花都B11栋-层03号,----  -----,2020-12-28
江岸区,处方药(禁止类除外)、非处方药(甲类、乙类);中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品***,罗靖,湖北人福康博瑞医药有限公司中心大药房,武汉市江岸区食品药品监督管理局,张红杰,鄂DA0271420,20160615,陶燕梅,武汉市江岸区上海街胜利街26号1层,-----,2021-06-14
武昌区,处方药、非处方药(甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗)、不冷藏冷冻药品***,徐羡平,武汉贝克大药房连锁有限公司临江店,武汉市武昌区食品药品监督管理局,_____,鄂CB0275500,20160615,吴艳兰,武昌区临江大道30号,由武汉贝克大药房连锁有限公司配送,2020-02-04
黄陂区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、诊断药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,伊玉娟,武汉市黄陂区武湖人和大药房,武汉市黄陂区市场监督管理局,***,鄂DB0276302,20160612,陈敏,武汉市黄陂区武湖农场武湖大街72号,***,2021-06-11
武昌区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,刘茜,武汉屈臣氏个人用品商店有限公司武昌区友谊...,武汉市武昌区食品药品监督管理局,,鄂CB0275576（更）,20160616,官亚萍,武汉市武昌区友谊大道305号水岸国际首层,由武汉屈臣氏个人用品商店有限公司配送,2020-11-19
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,胡丽萍,武汉东湖新技术开发区佳和大药房,武汉东湖新技术开发区市场监督管理局,----  ----,鄂DB0270714,20160615,雷定军,武汉市东湖新技术开发区花山街道办事处,无,2021-06-14
江汉区,处方药（禁止类除外）、非处方药；中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）***,郑红云,湖北益生天济大药房连锁有限公司天门墩店,武汉市江汉区食品药品监督管理局,***,鄂CB0276311,20160616,许秀银,武汉市江汉区台北路81号（新号215号）B栋一楼,由湖北益生天济大药房连锁有限公司统一配送,2021-06-15
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,方向明,武汉现代人大药房有限公司,武汉市洪山区食品药品监督管理局,方向明,鄂DA0277037,20160616,闵琴,洪山区武梁路大华.南湖.公园世家二期2－S2－104号,——,2019-08-31
黄陂区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,卢维,黄陂区福寿堂药房,武汉市黄陂区市场监督管理局,,鄂DB0279579,20160616,李锋,黄陂区板桥大道159号,,2018-12-30
青山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁（湖北）有限公司武汉建设...,武汉市青山区行政审批局,***,鄂CB0276314,20160617,李蕾,武汉市青山区51街中冶新奥1-2栋间32-7-1号,由老百姓大药房连锁（湖北）有限公司统一配送,2021-06-16
黄陂区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,王立优,湖北美罗汇健康药房有限公司黄陂人民店,武汉市黄陂区市场监督管理局,***,鄂CB0276316,20160617,高秀芳,武汉市黄陂区前川街百秀街南德国际城12号,***,2021-06-16
硚口区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,孙定莉,武汉怡邦大药房有限公司集贤店,武汉市硚口区食品药品监督管理局,———,鄂DB0273330,20160617,吴涛,武汉市硚口区武胜西街53号,———,2020-01-13
经济技术开发区（汉南区）,处方药(不含禁止类)、非处方药：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（含冷藏冷冻药品）***,庞开明,武汉百福堂大药行有限责任公司沌口协和神龙...,武汉经济技术开发区（汉南区）行政审批局,***,鄂DB0270658,20160617,张华芬,武汉经济技术开发区体育南路3号,无,2020-03-30
江汉区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁（湖北）有限公司武汉北湖...,武汉市江汉区食品药品监督管理局,***,鄂CB0272398,20160620,邹琼,武汉市江汉区北湖公寓1栋1层10号,由老百姓大药房连锁（湖北）有限公司统一配送,2019-08-20
东湖新技术开发区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,陈江山,武汉东湖新技术开发区鑫盛大药房,武汉东湖新技术开发区市场监督管理局,,鄂DB0270764,20160617,彭移荣,武汉市江夏区庙山开发区两湖大道东（茅店村）,,2018-07-09
东湖新技术开发区,处方药（禁止类除外）、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,刘厚华,武汉康之洲药业连锁有限责任公司文华学院分...,武汉东湖新技术开发区市场监督管理局,----  ----,鄂CB0276318,20160620,李榕,武汉市东湖新技术开发区关山社区创业街祥和雅居6栋604号商铺,由武汉康之洲药业连锁有限责任公司配送,2021-06-19
东西湖区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,雷云锋,湖北同济堂药房有限公司汇通药店,武汉市东西湖区食品药品监督管理局,***,鄂CB0276317,20160620,宋志龙,武汉市东西湖区东西湖走马岭街107国道东、南十支沟南、汇通公路港商业服务中心一期第三幢1层C109号房（13）,由湖北同济堂药房有限公司统一配送,2021-06-19
江夏区,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,鲁伟,武汉博善医药销售有限公司,武汉市江夏区食品药品监督管理局,陈俊梅,鄂DB0279111,20160620,陈军,江夏区藏龙岛梁山头村门面住宅楼9-17号,,2021-01-13
黄陂区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张珍,武汉市黄陂区金美如大药房,武汉市黄陂区市场监督管理局,,鄂DB0279472,20160621,陶卉,武汉市黄陂区前川街百兴街南美银邦住宅小区6栋1层9号,,2020-06-10
洪山区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,陈胜利,武汉市洪山区同济康大药房,武汉市洪山区食品药品监督管理局,——,鄂DB0277156,20160624,黄建耿,武汉市洪山区丁字桥南路马湖新社区特1号,——,2020-02-11
洪山区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,彭苗,湖北致和堂大药房有限公司保利心语店,武汉市洪山区食品药品监督管理局,——,鄂DB0276322,20160624,周慧敏,武汉市洪山区马湖村保利 • 心语十区第集中商业幢1层10号房,——,2021-06-23
洪山区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,王富强,湖北传奇春天大药房连锁有限公司第四二四六...,武汉市洪山区食品药品监督管理局,——,鄂CB2015080702,20160624,黄萍,洪山区（华农）梧桐路综合服务大楼一楼门面,由湖北传奇春天大药房连锁有限公司统一配送,2020-08-06
硚口区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,孙定莉,武汉怡邦大药房有限公司,武汉市硚口区食品药品监督管理局,陈军生,鄂DB0273277,20160624,肖利,武汉市硚口区古田二路54号附4号（原10号）,———,2019-08-19
汉阳区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏药品）***,魏运姣,武汉市康宇堂大药房有限公司磨山店,武汉市汉阳区食品药品监督管理局,***,鄂DB0276324,20160627,张应旭,武汉市汉阳区永丰街道磨山港湾小区一期8商铺5-6号,***,2021-06-26
硚口区,处方药(不含禁止类与限制类药品)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品。（不含冷藏冷冻药品）***,李双红,武汉好仁大药房有限公司,武汉市硚口区食品药品监督管理局,———,鄂DB0273340,20160624,代玉华,武汉市硚口区玉带正街80号、82号,———,2020-02-02
东西湖区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,罗倩,武汉天宝康大药房有限公司,武汉市东西湖区食品药品监督管理局,熊安星,鄂DA0276323,20160627,罗芬,武汉市东西湖区泾河农场跃进大队祥生君城一期第2幢单元1层8号商房,***,2021-06-26
洪山区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,赵冬枝,湖北中联大药房连锁有限公司鲁巷广场分店,武汉市洪山区食品药品监督管理局,——,鄂cb0277024,20160628,张集盘,武汉市东湖新技术开发区珞瑜路726号鲁巷广场﹣1F层,由湖北中联大药房连锁有限公司统一配送,2019-07-13
汉阳区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)(含冷藏药品)***,肖国祥,湖北心连心药房连锁有限责任公司香榭琴台店,武汉市汉阳区食品药品监督管理局,***,鄂CB0274435,20160627,周军,武汉市汉阳区马沧湖东路以西墨水湖北路以北新长江香榭琴台6栋1层9室10室,无此项,2020-10-27
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司当代花园分店,武汉市洪山区食品药品监督管理局,——,鄂cb0277018,20160628,施小军,洪山区鲁磨路当代花园附4-5号,由湖北中联大药房连锁有限公司统一配送,2019-07-17
洪山区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司新珞狮南路分店...,武汉市洪山区食品药品监督管理局,——,鄂cb0277016,20160628,赵莎莎,洪山区珞狮路14号,由湖北中联大药房连锁有限公司统一配送,2019-07-13
